,cons_12m,cons_gas_12m,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_pow_p1,margin_gross_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,origin_up_lxidpiddsbxsbosboudacockeimpuepw,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,avg_price_pow_energy,churn
20086,65346,25529,2012.03,2016.03,2013.11,2015.03,6746.04,4839,129.25,0.114658,40.606701,27.6,2,687.42,4,27.713,1,1,27.15342516666666,1
7749,21077,0,2012.05,2016.03,2014.04,2015.03,2067.68,1642,143.2,0.114586,40.606701,25.44,1,235.57,4,17.0,1,1,27.25080883333333,0
7472,1149,0,2012.01,2017.01,2012.01,2016.01,172.34,0,16.57,0.1458839999999999,44.31137796,34.68,1,17.25,4,13.856,1,0,14.80553969777777,0
8022,4684,0,2012.02,2016.02,2013.1,2015.02,682.96,0,18.37,0.142065,44.31137796,34.68,1,69.3,4,13.856,1,0,14.804309953333329,0
5806,2574,0,2010.01,2017.01,2015.11,2016.01,390.51,0,16.15,0.144963,44.31137796,33.12,1,40.59,6,13.2,0,0,14.840398308888888,0
6807,25011,0,2010.02,2016.11,2013.11,2015.11,0.0,0,13.36,0.161155,44.31137796,7.02,1,0.0,6,13.2,0,1,14.853744392222218,0
12386,2712,0,2011.12,2016.12,2015.11,2015.12,404.4,544,0.0,0.144039,46.30537836,24.62,1,36.22,4,12.5,1,1,14.820221181111112,1
10207,25497,0,2012.05,2016.05,2015.04,2015.05,2473.31,2994,131.4,0.1151819999999999,40.606701,29.1,1,312.03,4,24.15,0,1,27.20797841666666,0
2980,5467,0,2012.03,2016.11,2013.11,2015.11,793.15,0,18.27,0.140621,44.31137796,6.96,1,56.28,4,13.15,1,1,14.813826564444444,0
8698,29353,0,2010.03,2016.03,2010.03,2015.03,743.31,0,24.01,0.146694,44.31137796,30.88,1,74.95,6,13.5,1,1,14.805896097777774,0
5514,24100,0,2011.12,2016.12,2015.11,2015.12,1386.91,535,16.25,0.144039,45.30837756,15.0,1,118.55,4,13.164,1,1,14.805646597777775,0
5931,127890,0,2013.02,2016.02,2015.02,2015.03,4544.0,5193,167.32,0.118066,40.606701,36.36,1,474.89,3,24.24,1,1,27.254343666666667,0
8182,9904,2393,2012.03,2016.03,2012.03,2015.03,608.59,0,19.81,0.1458839999999999,44.31137796,26.06,2,57.76,4,11.42,1,1,14.85007669777778,0
8223,19620,22167,2012.08,2016.08,2012.08,2015.08,1933.0,3469,131.76,0.115174,40.606701,15.12,2,159.78,3,17.25,0,0,27.179282666666666,0
4700,6892,0,2010.08,2016.12,2015.11,2015.12,1027.18,0,18.37,0.142591,44.31137796,37.56,1,101.14,5,15.0,1,1,14.819802181111111,1
19932,14611,3792,2011.07,2016.07,2011.07,2015.07,1817.55,2839,37.45,0.1646369999999999,44.31137796,16.8,4,157.59,5,13.32,1,1,14.864763653333332,1
9596,19519,0,2012.1,2016.11,2014.11,2015.11,475.24,0,19.0,0.146348,45.80687796,17.13,1,45.98,3,10.39,1,0,14.898260175555556,0
2198,19688,0,2009.09,2016.09,2009.09,2015.09,2522.23,3013,16.67,0.1640569999999999,44.31137796,11.42,1,166.72,6,13.2,0,1,14.855095125555556,0
14415,2146,0,2012.04,2016.04,2012.04,2015.04,325.36,0,13.13,0.142881,44.31137796,32.88,1,38.32,4,13.15,1,0,14.84383982909091,1
663,3219,0,2013.04,2016.05,2014.05,2015.05,466.4,0,0.0,0.142065,44.31137796,30.98,1,43.31,3,15.0,1,0,14.843557175555556,0
15590,507715,0,2013.01,2017.01,2013.01,2016.01,7841.72,1242,146.07,0.1169019999999999,40.606701,43.56,1,873.67,3,43.64,1,1,27.144295583333328,1
14734,16556,0,2012.06,2016.06,2012.06,2015.06,290.84,0,17.21,0.1457109999999999,44.31137796,21.52,1,27.14,4,13.2,1,1,14.835225197777778,1
722,0,0,2011.02,2016.02,2011.02,2015.02,0.0,0,19.74,0.146688,44.31137796,37.56,1,0.0,5,15.0,1,1,14.80587688666666,0
14958,21414,0,2012.06,2016.06,2012.06,2015.06,2167.42,1135,127.46,0.1169099999999999,40.606701,15.84,1,275.24,4,17.320999999999998,1,1,27.194217060606054,1
11478,55367,0,2012.08,2016.05,2015.05,2014.08,6192.25,4115,359.25,0.110314,40.606701,54.84,1,485.48,3,55.0,1,1,27.301829369696964,1
15981,21409,0,2010.09,2016.09,2015.05,2015.09,2182.27,1707,89.35,0.1165089999999999,40.606701,9.94,1,276.46,5,20.785,1,1,27.173055011111103,1
48,1740024,0,2010.05,2016.05,2010.05,2015.05,2705.19,4443,16.56,0.161454,44.31137796,22.95,1,258.44,6,13.856,0,0,14.873875042222226,0
5464,0,0,2011.11,2016.09,2011.11,2015.09,0.0,0,177.76,0.115174,40.606701,26.86,1,10.69,4,30.0,1,0,27.171495749999995,0
16216,45,0,2013.03,2016.03,2013.03,2015.03,11.04,4,25.85,0.273963,59.26637796,214.35,1,6.46,3,14.3,1,0,18.63266494777778,1
15242,10951,0,2012.02,2016.02,2012.02,2015.02,1124.56,0,145.91,0.1169,40.606701,39.6,1,147.31,4,19.8,1,1,27.234919099999995,1
4439,9270,15376,2012.06,2016.06,2012.06,2015.07,-2.16,0,6.84,0.1457109999999999,44.31137796,16.84,2,0.0,4,10.35,0,0,14.835225097777778,1
12415,176365,0,2011.12,2016.12,2013.09,2015.12,16072.59,16479,357.29,0.110955,40.606701,-0.12,1,1123.77,4,80.0,1,1,24.878812833333328,1
5407,6690,0,2012.08,2016.09,2015.07,2015.09,980.69,0,17.26,0.141434,44.31137796,10.08,1,74.95,3,10.392,1,1,14.839034958888892,0
1752,90551,0,2005.02,2016.02,2015.04,2015.03,5880.73,11832,145.06,0.115173,40.606701,29.88,1,460.84,11,30.0,0,0,27.231445715151512,0
6255,34398,0,2012.06,2016.07,2014.07,2015.07,597.23,0,16.59,0.144902,44.31137796,19.48,1,56.67,4,13.856,1,1,14.834550364444445,0
3652,102237,0,2004.07,2016.07,2004.07,2015.07,10345.58,6620,140.68,0.113323,40.606701,62.52,1,846.19,12,62.67,0,0,27.18768919444444,1
5909,116930,0,2009.11,2016.11,2014.04,2015.11,0.0,0,359.25,0.1152369999999999,41.27136420000001,121.86,1,0.0,6,63.0,1,0,27.308957044444448,0
6158,15447,0,2012.02,2016.02,2012.02,2015.02,57.84,49,130.32,0.102772,58.99595196,0.0,1,8.61,4,3.3,1,1,34.746387417777775,0
16257,12779,0,2008.06,2016.1,2008.06,2015.1,1295.42,1331,131.04,0.1152369999999999,40.606701,7.52,1,147.9,8,15.01,0,0,27.160601111111102,1
13398,27617,0,2012.1,2016.09,2015.09,2013.1,2633.34,0,17.89,0.159815,44.31137796,29.76,2,183.68,3,13.2,0,0,15.167853536666666,1
6676,13436,0,2009.12,2016.12,2015.11,2015.12,1422.62,1946,128.95,0.114667,40.606701,2.72,1,152.91,6,21.09,0,1,27.162009638888883,0
8073,6465,0,2011.03,2016.03,2015.01,2015.03,671.57,0,18.17,0.164635,44.31137796,23.76,1,70.6,5,10.392,0,0,14.885467725555555,0
385,7547,0,2010.01,2016.06,2014.06,2015.06,1103.57,0,14.92,0.142065,44.31137796,28.6,1,114.43,6,13.856,0,0,14.848605864444446,0
7753,2295,0,2013.05,2016.05,2014.05,2015.06,341.84,0,15.51,0.1458839999999999,44.31137796,21.48,1,33.16,3,10.392,1,1,14.849871614444446,0
4655,94510,0,2010.12,2016.12,2015.11,2015.12,294.61,0,17.53,0.14346,46.30537836,27.28,1,22.52,5,13.856,0,0,14.80550231444444,0
12745,2283,211,2010.01,2016.03,2010.01,2015.03,263.57,310,26.38,0.165794,44.31137796,25.18,2,26.92,6,11.0,1,0,14.88643380888889,1
12209,17131,0,2012.05,2016.05,2015.04,2015.05,619.9,0,0.0,0.142822,44.31137796,24.42,1,63.21,4,13.2,1,1,14.864397736666668,1
1628,324678,0,2012.1,2016.1,2012.1,2015.1,4660.25,9500,95.69,0.1165089999999999,40.606701,12.04,1,551.99,3,36.0,1,1,27.16418616666666,0
1438,21673,0,2010.12,2016.12,2015.11,2015.12,2364.56,1691,134.42,0.111888,40.606701,1.28,1,195.73,5,29.6,0,0,27.14393816666666,0
19587,21778,0,2013.04,2016.04,2015.02,2015.04,2230.58,4132,11.34,0.1620329999999999,44.31137796,24.52,1,-259.02,3,13.2,0,1,14.878691092222224,1
15615,988,0,2010.11,2016.11,2010.11,2015.11,148.52,0,7.77,0.147506,46.30537836,28.02,1,13.77,5,13.856,0,0,14.908085226666667,1
7205,38893,0,2012.01,2017.01,2015.12,2016.01,2863.87,2084,144.0,0.114015,40.606701,34.56,1,351.67,4,23.1,1,1,27.145087333333336,0
13326,8166,0,2010.07,2016.07,2010.07,2015.07,821.86,622,144.84,0.115174,40.606701,26.79,1,94.55,6,19.8,1,1,27.188463216666666,1
19011,111600,411556,2011.08,2016.08,2011.08,2015.08,9967.42,10917,352.36,0.097701,58.99595196,-0.92,3,599.73,4,40.0,1,1,34.67500646111112,1
14459,6249,0,2010.07,2016.07,2015.05,2015.07,928.77,740,17.83,0.142822,44.31137796,19.48,1,108.88,6,13.856,0,0,14.829542458888888,1
9923,193317,0,2011.12,2016.12,2015.07,2015.12,823.27,736,137.8,0.1165089999999999,40.9390266,28.14,1,112.64,4,27.0,0,0,27.193314249999997,0
9486,38887,0,2012.06,2016.1,2013.1,2015.1,4028.81,0,18.26,0.140621,44.31137796,6.92,1,263.48,4,10.392,1,1,14.833603564444443,0
11552,15433,0,2013.02,2016.02,2015.12,2015.03,2289.8,0,15.86,0.141838,44.31137796,31.2,1,227.18,3,13.856,0,1,14.804901031111102,1
1783,21394,0,2008.08,2016.06,2008.08,2015.07,1874.25,1782,132.48,0.1001669999999999,58.99595196,-1.96,1,206.41,7,19.05,0,0,34.698840350000005,0
20119,48667,0,2013.04,2016.1,2013.1,2015.1,241.49,0,16.02,0.140621,44.31137796,9.919999999999993,1,17.48,3,13.2,0,0,14.818770781111107,1
1490,968714,0,2011.1,2016.1,2011.1,2015.1,5402.34,3473,144.42,0.1165089999999999,40.606701,10.72,1,676.85,4,64.0,1,1,27.16418616666666,0
6043,4135,0,2010.01,2016.02,2010.01,2015.02,407.1,192,121.79,0.1169,40.606701,67.44,1,47.39,6,27.0,1,0,27.234919099999995,1
1741,1897432,6916,2011.12,2016.12,2011.12,2015.12,2116.33,0,11.27,0.165018,44.31137796,3.56,2,272.35,4,13.2,0,0,14.840593758888884,0
16222,5821,0,2009.11,2016.11,2009.11,2015.12,872.61,0,18.09,0.146348,45.80687796,33.12,1,84.88,6,13.2,0,1,14.805568731111103,1
12061,1530,0,2011.05,2016.05,2011.05,2015.05,229.32,288,16.56,0.1457109999999999,44.31137796,34.68,1,23.96,5,13.856,0,0,14.840182903333336,1
17359,7714,0,2009.11,2016.11,2009.11,2015.11,689.08,0,18.75,0.146348,45.80687796,33.12,1,67.52,6,13.2,0,1,14.852203375555554,1
17431,5253,0,2013.04,2016.04,2013.04,2015.04,792.91,495,18.32,0.146694,44.31137796,37.56,1,86.07,3,15.0,1,1,14.845555842222224,1
17319,2310,843,2012.03,2016.03,2012.03,2015.03,349.15,0,16.81,0.146694,44.31137796,28.24,2,35.71,4,13.2,1,1,14.850491781111112,1
19616,2425,0,2011.05,2016.05,2011.05,2015.05,362.1,0,14.16,0.144902,44.31137796,25.56,1,35.76,5,10.2,1,1,14.839864458888892,1
9122,17676,495080,2013.04,2016.04,2013.04,2015.04,1800.49,1956,129.61,0.1169099999999999,40.606701,31.72,2,215.55,3,26.3,1,1,27.218320866666662,0
8040,11000,0,2012.04,2016.04,2015.04,2015.04,1126.2,0,121.17,0.1151819999999999,40.606701,32.18,1,140.18,4,19.8,0,1,27.217015116666666,1
14664,6284,0,2012.08,2016.08,2015.07,2015.08,563.15,872,130.43,0.114025,40.606701,59.88,1,74.79,3,23.98,1,0,27.19870044444444,1
14976,2269,0,2011.02,2016.02,2011.02,2015.02,230.09,188,143.26,0.1169,40.606701,42.6,1,24.72,5,17.07,1,1,27.234919099999995,1
15305,55497,0,2009.11,2016.11,2009.11,2015.11,2542.28,0,16.56,0.1446309999999999,44.31137796,29.76,1,223.22,6,13.2,0,0,14.809853253333328,1
20059,16596,0,2010.06,2016.1,2013.1,2015.1,430.17,235,29.24,0.146348,46.30537836,27.28,1,40.55,6,13.15,1,1,14.926615786666664,1
1909,17581,272741,2011.08,2016.02,2015.12,2014.08,312.19,223,16.21,0.134838,44.31137796,33.12,2,32.61,4,13.2,1,1,14.822935986666666,0
9770,64663,0,2011.09,2016.09,2011.09,2015.09,2081.86,1074,0.0,0.1457109999999999,44.31137796,12.98,1,176.33,4,15.0,1,1,14.819716747777775,0
7165,253822,0,2005.03,2016.03,2005.03,2015.04,10167.98,9876,142.61,0.113323,40.606701,-1.09,1,719.25,11,47.53,0,0,27.220803527272725,0
14855,404858,62563,2013.04,2016.04,2013.04,2015.04,1361.76,0,19.33,0.136329,44.44470996,0.12,2,63.68,3,13.2,1,1,14.861695931111113,1
17523,122042,0,2013.05,2016.05,2015.04,2015.05,4093.01,3055,131.74,0.1151819999999999,40.606701,25.92,1,487.74,3,17.320999999999998,1,1,27.252387416666668,1
5942,62712,0,2008.04,2016.04,2008.04,2015.04,6386.34,6744,170.26,0.113323,40.606701,23.66,1,556.18,8,30.0,1,0,27.214380755555556,0
8307,1685,0,2011.08,2016.08,2015.06,2015.08,247.82,173,16.54,0.141666,44.31137796,16.38,1,21.48,4,13.8,0,0,14.824521236666666,0
4251,6631,0,2009.05,2016.05,2014.07,2015.06,235.44,393,142.18,0.115174,40.606701,51.78,1,24.45,7,28.57,0,1,27.25224227777778,0
13561,53819,0,2011.1,2016.1,2015.08,2015.1,297.97,0,18.02,0.14346,46.30537836,21.64,1,25.93,4,10.39,1,1,14.926455308888883,1
6892,44525,69151,2012.06,2017.01,2015.01,2016.01,560.74,717,130.66,0.11285,40.606701,65.64,2,56.69,4,26.3,1,1,27.2407568,0
794,15858,0,2009.12,2016.12,2015.11,2015.12,1821.52,4954,16.57,0.163291,44.31137796,2.8,1,107.3,6,10.392,0,0,14.840304958888886,0
8173,10603,0,2012.12,2016.12,2015.11,2015.12,1561.89,2003,19.46,0.145195,45.30837756,14.56,1,140.27,3,13.2,0,1,14.81956534777778,0
3733,2528,0,2009.08,2016.08,2015.06,2015.08,369.85,371,16.89,0.141434,44.31137796,16.44,1,30.62,6,13.856,0,1,14.824190120000004,0
4018,24924,0,2012.05,2016.05,2015.04,2015.05,2557.25,2061,118.95,0.11634,40.606701,21.27,1,332.31,4,20.0,1,0,27.208174888888884,0
1191,2121,0,2009.12,2016.12,2015.1,2015.12,309.92,0,15.77,0.143459,46.30537836,27.28,1,15.38,6,13.856,0,0,14.805328614444436,0
16416,32185,0,2012.05,2016.07,2013.07,2015.07,3351.84,2880,144.8,0.1128599999999999,40.606701,17.74,1,282.73,4,23.0,1,1,27.19532666666666,1
12622,64016,0,2009.09,2016.09,2009.09,2015.09,6445.77,0,132.36,0.112922,40.606701,5.59,1,600.65,6,20.7,0,0,27.17013533333333,1
13036,210246,0,2010.06,2016.06,2010.06,2015.06,1765.84,1448,16.3,0.1646369999999999,44.31137796,19.28,1,169.42,6,13.2,0,0,14.869910625555558,1
15231,1507,0,2009.12,2016.12,2009.12,2015.12,158.51,285,144.44,0.1152369999999999,41.27136420000001,41.16,1,15.9,6,16.5,0,0,27.144418999999992,1
7582,5684,0,2010.02,2016.02,2015.12,2015.02,754.58,0,16.22,0.143227,44.31137796,25.92,1,81.24,6,10.35,0,0,14.805780869999994,0
4408,3473,0,2010.01,2017.01,2015.11,2016.01,526.24,0,14.52,0.14612,44.31137796,34.68,1,54.81,6,13.856,0,0,14.805810392222211,0
723,112903,0,2011.01,2017.01,2015.12,2016.01,526.26,378,146.19,0.119222,40.606701,41.16,1,58.27,5,16.5,0,1,27.147571472222214,0
11931,36246,0,2011.1,2016.06,2015.06,2014.1,3706.93,2768,102.14,0.111125,40.606701,25.92,1,358.93,4,17.320999999999998,1,1,25.16524723809524,1
1831,4511,0,2010.01,2017.01,2010.01,2016.01,413.76,0,16.75,0.165794,44.31137796,34.68,1,101.76,6,13.856,0,0,14.841743903333333,0
321,47559,960731,2010.01,2016.03,2010.01,2015.03,1619.67,2040,17.27,0.146694,44.31137796,29.44,2,148.68,6,14.3,0,1,14.850491781111112,0
15728,13739,0,2009.1,2016.02,2015.05,2014.1,1413.39,3935,141.08,0.11285,40.606701,33.0,1,143.3,6,16.5,1,0,27.15887541666666,1
18595,8614,0,2011.09,2016.09,2011.09,2015.09,1291.05,0,16.05,0.1457109999999999,44.31137796,12.82,1,123.45,4,13.2,0,0,14.820352281111106,1
17247,55008,0,2010.08,2016.08,2010.08,2015.08,3908.24,3284,144.85,0.115174,40.606701,13.44,1,457.93,5,21.5,1,1,27.179282666666666,1
575,93725,0,2004.05,2016.05,2004.05,2015.05,6677.15,5911,130.83,0.113323,40.606701,47.73,1,717.97,12,69.52,0,0,27.20525894444444,0
13648,7935,0,2010.02,2016.02,2010.02,2015.02,841.1,1031,131.39,0.1169,40.606701,68.88,1,91.64,6,27.6,0,0,27.234919099999995,1
1469,1251,0,2010.09,2016.09,2015.07,2015.09,183.99,169,16.58,0.141666,44.31137796,12.82,1,17.99,5,13.2,0,0,14.819564292222225,0
4311,31904,0,2008.07,2016.05,2008.07,2015.05,3124.49,4435,131.78,0.115174,40.606701,21.27,1,376.73,8,20.0,0,0,27.20682391666666,0
7511,1465,0,2012.07,2016.07,2015.06,2015.07,147.61,123,131.77,0.114603,40.606701,20.29,1,18.51,4,15.001,0,1,27.190050499999995,0
1424,2662467,87653,2005.08,2016.07,2015.08,2014.09,6692.14,7424,161.05,0.110269,40.606701,-2.05,2,404.77,10,20.0,0,0,27.247212,0
51,3913,0,2009.08,2016.08,2015.07,2015.08,388.76,255,131.75,0.114604,40.606701,18.54,1,44.13,6,16.5,0,1,27.17899288888889,0
8942,308,0,2011.11,2016.11,2014.06,2015.11,46.65,0,15.67,0.147506,46.30537836,26.73,1,5.31,4,13.2,1,1,14.920877775555558,0
4608,1642,0,2009.05,2016.05,2009.05,2015.05,244.07,289,18.16,0.144902,44.31137796,19.11,1,23.13,7,10.35,0,1,14.839864458888892,0
1641,17500,0,2012.05,2016.05,2015.04,2015.05,1776.62,927,131.4,0.11634,40.606701,21.93,1,215.7,4,20.7,0,1,27.208125972222216,0
2639,5234,4586,2009.05,2016.08,2013.08,2015.08,491.75,0,17.15,0.144902,44.31137796,12.3,3,40.65,7,10.35,0,1,14.839864425555556,0
15107,33224,828344,2012.03,2016.03,2015.11,2015.03,3385.06,3499,148.29,0.1186359999999999,40.606701,20.26,3,430.13,4,15.001,1,1,27.227980233333334,1
16456,0,0,2011.05,2016.05,2011.05,2015.05,0.0,0,0.0,0.144902,44.31137796,19.2,1,0.0,5,10.392,0,1,14.83986435888889,1
14374,32185,0,2012.05,2016.07,2013.07,2015.07,3351.84,2880,144.8,0.1128599999999999,40.606701,17.74,1,282.73,4,23.0,1,1,27.19532666666666,1
3358,3418,0,2011.05,2016.05,2014.04,2015.06,509.85,0,18.38,0.144902,44.31137796,24.42,1,47.13,5,13.2,0,0,14.864606236666669,0
16563,2128,0,2012.11,2016.11,2012.11,2015.11,321.22,0,0.0,0.147506,46.30537836,21.09,1,33.52,3,10.392,0,0,14.866371958888884,1
11068,94155,0,2009.08,2016.08,2009.08,2015.08,1716.98,1552,133.35,0.115174,40.606701,27.18,1,174.93,6,43.45,0,1,27.179282666666666,0
9861,13056,0,2012.06,2016.06,2012.06,2015.06,1896.66,0,18.35,0.140621,44.31137796,19.28,1,155.44,4,13.2,0,0,14.833603564444443,0
16471,47752,1359,2013.04,2016.04,2015.04,2015.04,4999.6,9718,148.71,0.11634,40.606701,20.26,2,603.15,3,15.001,1,1,27.216729866666665,1
17529,8166,0,2010.07,2016.07,2010.07,2015.07,821.86,622,144.84,0.115174,40.606701,26.79,1,94.55,6,19.8,1,1,27.188463216666666,1
19788,2269,0,2011.09,2016.09,2011.09,2015.09,339.82,0,16.04,0.1457109999999999,44.31137796,10.08,1,30.36,4,10.392,0,0,14.820352314444442,1
19763,4686,3490,2009.02,2017.01,2009.02,2016.01,294.38,311,135.73,0.102772,58.99595196,0.0,2,43.28,7,6.9,0,0,34.630545392222224,1
5378,123,0,2010.04,2016.04,2010.04,2015.04,18.7,0,16.9,0.1457109999999999,44.31137796,27.32,1,1.93,6,13.2,0,0,14.845140508888887,0
5701,440209,0,2010.05,2016.05,2010.05,2015.05,851.58,262,18.48,0.1457109999999999,44.31137796,24.42,1,88.57,6,13.2,0,0,14.84018287,0
134,51797,0,2012.02,2016.02,2015.12,2015.03,9840.04,8470,18.22,0.142881,44.31137796,31.56,1,874.41,4,10.5,1,1,15.316990397777776,0
4694,5288,0,2011.02,2016.02,2015.12,2015.02,796.39,0,16.87,0.143227,44.31137796,34.68,1,82.95,5,13.856,0,0,14.825395064444448,0
17969,16556,0,2012.06,2016.06,2012.06,2015.06,171.42,0,17.21,0.1457109999999999,44.31137796,21.52,1,16.14,4,13.2,1,1,14.835225197777778,1
8706,36468,30302,2011.08,2016.08,2015.07,2015.08,3017.42,1341,132.15,0.1157609999999999,40.606701,14.46,2,366.53,4,23.1,0,1,27.180536472222222,1
7388,16245,0,2009.1,2016.1,2009.1,2015.1,260.71,541,95.68,0.1152369999999999,41.27136420000001,55.4,1,28.94,6,27.713,1,1,27.273639255555548,0
20128,16222,0,2012.02,2016.02,2015.12,2015.02,1922.22,0,14.36,0.158566,44.31137796,23.4,2,192.64,4,10.392,1,1,14.839040092222216,1
16887,22616,0,2010.09,2016.09,2015.07,2015.09,3289.31,0,15.35,0.141434,44.31137796,11.37,1,301.68,5,13.15,1,0,14.838661736666667,1
8327,119946,70442,2011.05,2016.05,2015.04,2015.05,1334.19,0,16.46,0.145137,44.31137796,24.42,2,132.26,5,13.2,0,0,14.840021175555556,0
5147,27068,8538,2012.12,2016.12,2014.11,2015.12,2743.58,2346,130.68,0.1165089999999999,40.606701,0.879999999999999,2,363.13,3,20.785,1,1,27.144030388888883,0
9461,33263,0,2004.1,2016.1,2015.05,2015.1,3301.68,6578,136.02,0.1152369999999999,40.606701,11.04,1,391.1,11,33.0,0,0,27.252791055555555,0
1725,91531,0,2011.08,2016.08,2015.06,2015.08,807.88,0,16.29,0.141666,44.31137796,16.44,2,73.71,4,13.85,1,1,14.82631789575758,0
18890,4850,0,2010.02,2016.02,2015.12,2015.02,737.55,0,17.85,0.1443839999999999,44.31137796,26.04,1,80.55,6,10.392,0,0,14.805876986666664,1
8714,28671,0,2011.04,2016.04,2011.04,2015.04,258.97,0,16.08,0.165794,44.31137796,21.48,2,26.96,5,10.392,0,0,14.881461058888888,0
18339,48667,0,2013.04,2016.1,2013.1,2015.1,325.64,0,15.78,0.140621,44.31137796,9.92,1,23.37,3,13.2,0,0,14.818770781111107,1
19717,14710,0,2012.05,2016.05,2012.05,2015.05,2170.58,3250,18.0,0.143166,44.31137796,29.76,1,194.65,4,13.2,1,1,14.839333364444444,1
18313,46916,0,2010.12,2016.12,2015.11,2015.12,1614.48,1075,132.15,0.113046,40.606701,34.56,1,192.06,5,23.1,0,0,27.15465980555555,1
10962,1811,0,2009.11,2016.11,2009.11,2015.11,270.84,0,13.67,0.146348,46.30537836,26.73,1,23.44,6,13.2,0,0,14.866092208888883,0
9125,759820,0,2012.02,2016.02,2012.02,2015.02,16453.09,25373,43.44,0.1620329999999999,44.31137796,25.68,1,1391.56,4,11.4,1,1,14.839163610909084,0
644,43901,298897,2013.04,2016.1,2015.11,2015.05,2821.8,0,117.52,0.111186,40.606701,13.4,1,289.11,3,40.0,1,1,27.21275953333333,0
4755,17942,0,2011.09,2016.1,2015.1,2015.09,1928.65,1664,127.84,0.111186,40.606701,5.76,1,163.57,4,17.320999999999998,1,1,27.181498916666666,0
16087,42,0,2010.02,2016.02,2015.02,2015.02,6.33,3,15.61,0.146694,44.31137796,26.04,1,1.31,6,10.392,0,0,14.805876953333328,1
16554,8979,0,2012.03,2016.03,2012.03,2015.03,997.7,1231,16.41,0.1640579999999999,44.31137796,32.25,1,10.96,4,15.0,1,0,14.885081642222223,1
19849,3857,0,2011.1,2016.1,2011.1,2015.1,583.44,0,9.86,0.147506,45.80687796,18.08,1,60.19,4,10.35,0,0,14.899127419999996,1
8506,9331,0,2009.01,2017.01,2009.01,2016.01,837.12,2515,137.58,0.102772,58.99595196,0.0,1,125.06,7,12.0,0,0,34.630545488888885,0
18105,32162,0,2011.08,2016.08,2011.08,2015.08,1165.6,1030,131.93,0.1128599999999999,40.606701,31.32,1,143.94,4,17.320999999999998,0,0,27.180149090909083,1
9145,43484,0,2010.02,2016.02,2015.02,2015.02,4542.55,6504,134.22,0.1186359999999999,40.606701,25.44,1,544.85,6,17.0,0,0,27.23530415555555,0
2569,3061,0,2009.1,2016.08,2015.08,2014.1,460.94,0,35.56,0.228671,46.30537836,37.2,2,17.84,6,13.856,0,1,15.11632433212121,0
9884,8585,0,2011.11,2016.11,2011.11,2015.11,811.11,2143,30.71,0.168242,45.30837756,13.26,1,97.64,4,10.392,1,0,14.87461005333333,0
13551,2128,0,2012.11,2016.11,2012.11,2015.11,321.22,0,0.0,0.147506,46.30537836,21.09,1,33.52,3,10.392,0,0,14.866371958888884,1
12272,6192,2272,2010.04,2016.04,2010.04,2015.04,932.19,751,18.52,0.1457109999999999,44.31137796,23.56,2,96.0,6,11.4,0,0,14.84533673111111,1
18846,37326,0,2011.02,2016.02,2015.02,2015.02,3883.17,2283,146.38,0.116908,40.606701,133.32,1,453.74,5,89.0,1,1,27.25332775,1
9011,3365,0,2012.09,2016.04,2014.04,2015.04,490.09,0,19.66,0.142059,44.31137796,30.92,1,47.86,3,13.2,1,0,14.804203231111105,0
11559,4476,0,2013.05,2016.05,2013.11,2015.06,457.46,21,144.01,0.115174,40.606701,27.51,1,67.87,3,15.2,1,1,27.202494696969698,1
3949,225989,0,2009.05,2016.05,2009.05,2015.05,6482.41,0,16.82,0.142819,44.31137796,21.9,1,536.65,7,13.2,0,0,14.839217364444444,0
14480,14305,0,2012.02,2016.02,2012.02,2015.02,1271.32,1083,146.86,0.1017,58.99595196,0.0,1,161.62,4,13.85,1,1,34.745491584444444,1
15944,23455,0,2012.04,2016.04,2015.04,2015.04,2276.48,1739,130.68,0.114603,40.606701,25.92,1,286.08,4,17.320999999999998,0,0,27.252145,1
7457,6468,0,2012.02,2016.02,2015.12,2015.03,1228.93,625,18.27,0.186186,45.80687796,48.84,1,110.44,4,15.0,1,1,15.322012181111107,0
15980,24068,0,2012.04,2016.04,2012.04,2015.05,3558.0,0,18.37,0.143166,44.31137796,22.64,1,324.17,4,12.18,1,1,14.84250555636364,1
12040,13081,0,2011.01,2017.01,2015.05,2016.01,1381.54,3396,130.68,0.1163299999999999,40.606701,59.88,1,161.67,5,30.0,0,0,27.14506645,1
624,4947,17760,2011.08,2016.08,2011.08,2015.08,745.86,0,14.93,0.1457109999999999,44.31137796,12.36,4,72.92,4,10.392,0,0,14.82530992,0
7423,13876,0,2012.03,2016.03,2012.03,2015.03,2061.74,0,17.35,0.144149,44.31137796,28.45,1,192.39,4,13.856,1,1,14.849545281111112,1
2959,2691,0,2010.01,2016.09,2013.09,2015.09,54.2,0,13.13,0.161165,44.31137796,13.4,1,3.77,6,13.856,1,0,14.858714014444445,0
7829,78210,76114,2012.08,2016.08,2013.08,2015.08,7481.71,6248,0.0,0.111125,40.606701,18.78,2,632.11,3,50.0,1,1,27.18474758333333,0
